#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCA_003425085.1	PRJDB5246	SAMD00118991	BHCI00000000.1	na	46170	1280	Staphylococcus aureus subsp. aureus		M6KS0391_2	latest	Contig	Major	Full	2018/08/20	ASM342508v1	Medical Mycology Research Center	GCF_003425085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/425/085/GCA_003425085.1_ASM342508v1		
GCA_003425105.1	PRJDB5246	SAMD00118992	BHCJ00000000.1	na	46170	1280	Staphylococcus aureus subsp. aureus		M6KS0501_1	latest	Scaffold	Major	Full	2018/08/20	ASM342510v1	Medical Mycology Research Center	GCF_003425105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/425/105/GCA_003425105.1_ASM342510v1		
GCA_003425125.1	PRJDB5246	SAMD00118993	BHCK00000000.1	na	46170	1280	Staphylococcus aureus subsp. aureus		M6KS0501_2	latest	Scaffold	Major	Full	2018/08/20	ASM342512v1	Medical Mycology Research Center	GCF_003425125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/425/125/GCA_003425125.1_ASM342512v1		
GCA_003425145.1	PRJDB5246	SAMD00118994	BHCL00000000.1	na	46170	1280	Staphylococcus aureus subsp. aureus		M6KS0526_1	latest	Scaffold	Major	Full	2018/08/20	ASM342514v1	Medical Mycology Research Center	GCF_003425145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/425/145/GCA_003425145.1_ASM342514v1		
GCA_003425165.1	PRJDB5246	SAMD00118995	BHCM00000000.1	na	46170	1280	Staphylococcus aureus subsp. aureus		M6KS0526_2	latest	Contig	Major	Full	2018/08/20	ASM342516v1	Medical Mycology Research Center	GCF_003425165.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/425/165/GCA_003425165.1_ASM342516v1		
GCA_003425185.1	PRJDB5246	SAMD00118996	BHCN00000000.1	na	46170	1280	Staphylococcus aureus subsp. aureus		M6KS0528_1	latest	Contig	Major	Full	2018/08/20	ASM342518v1	Medical Mycology Research Center	GCF_003425185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/425/185/GCA_003425185.1_ASM342518v1		
GCA_003425205.1	PRJDB5246	SAMD00118997	BHCO00000000.1	na	46170	1280	Staphylococcus aureus subsp. aureus		M6KS0528_2	latest	Scaffold	Major	Full	2018/08/20	ASM342520v1	Medical Mycology Research Center	GCF_003425205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/425/205/GCA_003425205.1_ASM342520v1		
GCA_003425225.1	PRJDB5246	SAMD00118998	BHCP00000000.1	na	46170	1280	Staphylococcus aureus subsp. aureus		M6KS0560_1	latest	Scaffold	Major	Full	2018/08/20	ASM342522v1	Medical Mycology Research Center	GCF_003425225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/425/225/GCA_003425225.1_ASM342522v1		
GCA_003425245.1	PRJDB5246	SAMD00118999	BHCQ00000000.1	na	46170	1280	Staphylococcus aureus subsp. aureus		M6KS0560_2	latest	Contig	Major	Full	2018/08/20	ASM342524v1	Medical Mycology Research Center	GCF_003425245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/425/245/GCA_003425245.1_ASM342524v1		
GCA_003425265.1	PRJDB5246	SAMD00119000	BHCR00000000.1	na	46170	1280	Staphylococcus aureus subsp. aureus		M6KS0564_1	latest	Contig	Major	Full	2018/08/20	ASM342526v1	Medical Mycology Research Center	GCF_003425265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/425/265/GCA_003425265.1_ASM342526v1		
GCA_003425285.1	PRJDB5246	SAMD00119001	BHCS00000000.1	na	46170	1280	Staphylococcus aureus subsp. aureus		M6KS0564_2	latest	Scaffold	Major	Full	2018/08/20	ASM342528v1	Medical Mycology Research Center	GCF_003425285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/425/285/GCA_003425285.1_ASM342528v1		
GCA_003425305.1	PRJDB5246	SAMD00119002	BHCT00000000.1	na	46170	1280	Staphylococcus aureus subsp. aureus		M6KS0584_1	latest	Scaffold	Major	Full	2018/08/20	ASM342530v1	Medical Mycology Research Center	GCF_003425305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/425/305/GCA_003425305.1_ASM342530v1		
GCA_003425325.1	PRJDB5246	SAMD00119003	BHCU00000000.1	na	46170	1280	Staphylococcus aureus subsp. aureus		M6KS0584_2	latest	Scaffold	Major	Full	2018/08/20	ASM342532v1	Medical Mycology Research Center	GCF_003425325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/425/325/GCA_003425325.1_ASM342532v1		
GCA_003425345.1	PRJDB5246	SAMD00119004	BHCV00000000.1	na	46170	1280	Staphylococcus aureus subsp. aureus		M6KS0584_3	latest	Scaffold	Major	Full	2018/08/20	ASM342534v1	Medical Mycology Research Center	GCF_003425345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/425/345/GCA_003425345.1_ASM342534v1		
GCA_003425365.1	PRJDB5246	SAMD00119005	BHCW00000000.1	na	46170	1280	Staphylococcus aureus subsp. aureus		M6KS0591_1	latest	Contig	Major	Full	2018/08/20	ASM342536v1	Medical Mycology Research Center	GCF_003425365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/425/365/GCA_003425365.1_ASM342536v1		
GCA_003425385.1	PRJDB5246	SAMD00119006	BHCX00000000.1	na	46170	1280	Staphylococcus aureus subsp. aureus		M6KS0591_2	latest	Scaffold	Major	Full	2018/08/20	ASM342538v1	Medical Mycology Research Center	GCF_003425385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/425/385/GCA_003425385.1_ASM342538v1		
GCA_003425405.1	PRJDB5246	SAMD00119007	BHCY00000000.1	na	46170	1280	Staphylococcus aureus subsp. aureus		M6KS0591_4	latest	Scaffold	Major	Full	2018/08/20	ASM342540v1	Medical Mycology Research Center	GCF_003425405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/425/405/GCA_003425405.1_ASM342540v1		
GCA_003425425.1	PRJDB5246	SAMD00119008	BHCZ00000000.1	na	46170	1280	Staphylococcus aureus subsp. aureus		M6KS0591_5	latest	Contig	Major	Full	2018/08/20	ASM342542v1	Medical Mycology Research Center	GCF_003425425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/425/425/GCA_003425425.1_ASM342542v1		
GCA_003425545.1	PRJNA393749	SAMN08997833		na	1280	1280	Staphylococcus aureus	strain=199		latest	Complete Genome	Major	Full	2018/08/23	ASM342554v1	Icahn School of Medicine	GCF_003425545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/425/545/GCA_003425545.1_ASM342554v1		
GCA_003425835.1	PRJNA393749	SAMN08997832		na	1280	1280	Staphylococcus aureus	strain=28		latest	Complete Genome	Major	Full	2018/08/23	ASM342583v1	Icahn School of Medicine	GCF_003425835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/425/835/GCA_003425835.1_ASM342583v1		
GCA_003425885.1	PRJNA393749	SAMN08997831		na	1280	1280	Staphylococcus aureus	strain=82		latest	Complete Genome	Major	Full	2018/08/23	ASM342588v1	Icahn School of Medicine	GCF_003425885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/425/885/GCA_003425885.1_ASM342588v1		
GCA_003425915.1	PRJNA393749	SAMN08997834		na	1280	1280	Staphylococcus aureus	strain=64		latest	Complete Genome	Major	Full	2018/08/23	ASM342591v1	Icahn School of Medicine	GCF_003425915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/425/915/GCA_003425915.1_ASM342591v1		
GCA_003426145.1	PRJNA393749	SAMN08997835		na	1280	1280	Staphylococcus aureus	strain=MOZ66		latest	Complete Genome	Major	Full	2018/08/23	ASM342614v1	Icahn School of Medicine	GCF_003426145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/426/145/GCA_003426145.1_ASM342614v1		
GCA_003427075.1	PRJDB5246	SAMD00083455	BDVB00000000.1	na	1280	1280	Staphylococcus aureus	strain=M1C042		latest	Contig	Major	Full	2018/08/20	ASM342707v1	Medical Mycology Research Center	GCF_003427075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/427/075/GCA_003427075.1_ASM342707v1		
GCA_003427095.1	PRJDB5246	SAMD00083584	BEAA00000000.1	na	1280	1280	Staphylococcus aureus	strain=M6K020		latest	Contig	Major	Full	2018/08/20	ASM342709v1	Medical Mycology Research Center	GCF_003427095.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/427/095/GCA_003427095.1_ASM342709v1		
GCA_003427115.1	PRJDB5246	SAMD00118926	BGZV00000000.1	na	46170	1280	Staphylococcus aureus subsp. aureus		M1KS0094_2	latest	Scaffold	Major	Full	2018/08/20	ASM342711v1	Medical Mycology Research Center	GCF_003427115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/427/115/GCA_003427115.1_ASM342711v1		
GCA_003431365.1	PRJNA480016	SAMN09847825		na	1280	1280	Staphylococcus aureus	strain=CFBR-105		latest	Complete Genome	Major	Full	2018/08/29	ASM343136v1	Emory University	GCF_003431365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/431/365/GCA_003431365.1_ASM343136v1		
GCA_003432345.1	PRJNA487590	SAMN09906500		na	1280	1280	Staphylococcus aureus	strain=NX-T55		latest	Complete Genome	Major	Full	2018/08/30	ASM343234v1	China Agriculture University	GCF_003432345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/432/345/GCA_003432345.1_ASM343234v1		
GCA_003432365.1	PRJNA487590	SAMN09906394		na	1280	1280	Staphylococcus aureus	strain=QD-CD9		latest	Complete Genome	Major	Full	2018/08/30	ASM343236v1	China Agriculture University	GCF_003432365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/432/365/GCA_003432365.1_ASM343236v1		
GCA_003490125.1	PRJNA483014	SAMN09724428		na	1280	1280	Staphylococcus aureus	strain=O17		latest	Complete Genome	Major	Full	2018/09/07	ASM349012v1	UFMG	GCF_003490125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/490/125/GCA_003490125.1_ASM349012v1		
GCA_003546055.1	PRJNA485972	SAMN09832177	QVEL00000000.1	na	1280	1280	Staphylococcus aureus	strain=CIP 108540		latest	Contig	Major	Full	2018/09/11	ASM354605v1	USDA-ARS-USNPRC	GCF_003546055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/546/055/GCA_003546055.1_ASM354605v1		
GCA_003571175.1	PRJNA486096	SAMN09862512	QVQR00000000.1	na	1280	1280	Staphylococcus aureus	strain=STV600L		latest	Contig	Major	Full	2018/09/14	ASM357117v1	University Clinic Heidelberg	GCF_003571175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/571/175/GCA_003571175.1_ASM357117v1		
GCA_003571195.1	PRJNA486096	SAMN09862504	QVQJ00000000.1	na	1280	1280	Staphylococcus aureus	strain=STV232L		latest	Contig	Major	Full	2018/09/14	ASM357119v1	University Clinic Heidelberg	GCF_003571195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/571/195/GCA_003571195.1_ASM357119v1		
GCA_003571225.1	PRJNA486096	SAMN09862511	QVQQ00000000.1	na	1280	1280	Staphylococcus aureus	strain=STV658L		latest	Contig	Major	Full	2018/09/14	ASM357122v1	University Clinic Heidelberg	GCF_003571225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/571/225/GCA_003571225.1_ASM357122v1		
GCA_003571245.1	PRJNA486096	SAMN09862509	QVQO00000000.1	na	1280	1280	Staphylococcus aureus	strain=STV209L		latest	Contig	Major	Full	2018/09/14	ASM357124v1	University Clinic Heidelberg	GCF_003571245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/571/245/GCA_003571245.1_ASM357124v1		
GCA_003571265.1	PRJNA486096	SAMN09862510	QVQP00000000.1	na	1280	1280	Staphylococcus aureus	strain=STV563L		latest	Contig	Major	Full	2018/09/14	ASM357126v1	University Clinic Heidelberg	GCF_003571265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/571/265/GCA_003571265.1_ASM357126v1		
GCA_003571275.1	PRJNA486096	SAMN09862508	QVQN00000000.1	na	1280	1280	Staphylococcus aureus	strain=STV101L		latest	Contig	Major	Full	2018/09/14	ASM357127v1	University Clinic Heidelberg	GCF_003571275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/571/275/GCA_003571275.1_ASM357127v1		
GCA_003571305.1	PRJNA486096	SAMN09862507	QVQM00000000.1	na	1280	1280	Staphylococcus aureus	strain=STV073L		latest	Contig	Major	Full	2018/09/14	ASM357130v1	University Clinic Heidelberg	GCF_003571305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/571/305/GCA_003571305.1_ASM357130v1		
GCA_003571315.1	PRJNA486096	SAMN09862506	QVQL00000000.1	na	1280	1280	Staphylococcus aureus	strain=STV915L		latest	Contig	Major	Full	2018/09/14	ASM357131v1	University Clinic Heidelberg	GCF_003571315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/571/315/GCA_003571315.1_ASM357131v1		
GCA_003571335.1	PRJNA486096	SAMN09862505	QVQK00000000.1	na	1280	1280	Staphylococcus aureus	strain=STV262L		latest	Contig	Major	Full	2018/09/14	ASM357133v1	University Clinic Heidelberg	GCF_003571335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/571/335/GCA_003571335.1_ASM357133v1		
GCA_003571365.1	PRJNA486096	SAMN09862503	QVQI00000000.1	na	1280	1280	Staphylococcus aureus	strain=STV108L		latest	Contig	Major	Full	2018/09/14	ASM357136v1	University Clinic Heidelberg	GCF_003571365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/571/365/GCA_003571365.1_ASM357136v1		
GCA_003573835.1	PRJDB7266	SAMD00134209		na	1280	1280	Staphylococcus aureus	strain=JMUB3031		latest	Complete Genome	Major	Full	2018/08/30	ASM357383v1	Division of Bacteriology, Department of Infection and Immunity, School of Medicine, Jichi Medical University	GCF_003573835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/573/835/GCA_003573835.1_ASM357383v1		
GCA_003573855.1	PRJDB7266	SAMD00134450		na	1280	1280	Staphylococcus aureus	strain=JMUB1273		latest	Complete Genome	Major	Full	2018/08/30	ASM357385v1	Division of Bacteriology, Department of Infection and Immunity, School of Medicine, Jichi Medical University	GCF_003573855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/573/855/GCA_003573855.1_ASM357385v1		
GCA_003581455.1	PRJNA489800	SAMN09989513	QYAQ00000000.1	na	1280	1280	Staphylococcus aureus	strain=SAV1228		latest	Contig	Major	Full	2018/09/20	ASM358145v1	Veterinary Research Institute Brno	GCF_003581455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/581/455/GCA_003581455.1_ASM358145v1		
GCA_003581465.1	PRJNA489800	SAMN09989512	QYAR00000000.1	na	1280	1280	Staphylococcus aureus	strain=SAV1158		latest	Contig	Major	Full	2018/09/20	ASM358146v1	Veterinary Research Institute Brno	GCF_003581465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/581/465/GCA_003581465.1_ASM358146v1		
GCA_003581505.1	PRJNA489800	SAMN09989511	QYAS00000000.1	na	1280	1280	Staphylococcus aureus	strain=SAV1150		latest	Contig	Major	Full	2018/09/20	ASM358150v1	Veterinary Research Institute Brno	GCF_003581505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/581/505/GCA_003581505.1_ASM358150v1		
GCA_003581515.1	PRJNA489800	SAMN09989506	QYAX00000000.1	na	1280	1280	Staphylococcus aureus	strain=SAV987		latest	Contig	Major	Full	2018/09/20	ASM358151v1	Veterinary Research Institute Brno	GCF_003581515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/581/515/GCA_003581515.1_ASM358151v1		
GCA_003581545.1	PRJNA489800	SAMN09989505	QYAY00000000.1	na	1280	1280	Staphylococcus aureus	strain=SAV154		latest	Contig	Major	Full	2018/09/20	ASM358154v1	Veterinary Research Institute Brno	GCF_003581545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/581/545/GCA_003581545.1_ASM358154v1		
GCA_003583785.1	PRJNA489800	SAMN09989510	QYAT00000000.1	na	1280	1280	Staphylococcus aureus	strain=SAV1149		latest	Contig	Major	Full	2018/09/20	ASM358378v1	Veterinary Research Institute Brno	GCF_003583785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/583/785/GCA_003583785.1_ASM358378v1		
GCA_003583795.1	PRJNA489800	SAMN09989509	QYAU00000000.1	na	1280	1280	Staphylococcus aureus	strain=SAV1146		latest	Contig	Major	Full	2018/09/20	ASM358379v1	Veterinary Research Institute Brno	GCF_003583795.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/583/795/GCA_003583795.1_ASM358379v1		
GCA_003583815.1	PRJNA489800	SAMN09989508	QYAV00000000.1	na	1280	1280	Staphylococcus aureus	strain=SAV1109		latest	Contig	Major	Full	2018/09/20	ASM358381v1	Veterinary Research Institute Brno	GCF_003583815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/583/815/GCA_003583815.1_ASM358381v1		
GCA_003583845.1	PRJNA489800	SAMN09989507	QYAW00000000.1	na	1280	1280	Staphylococcus aureus	strain=SAV1035		latest	Contig	Major	Full	2018/09/20	ASM358384v1	Veterinary Research Institute Brno	GCF_003583845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/583/845/GCA_003583845.1_ASM358384v1		
GCA_003584945.1	PRJNA262553	SAMN03083655	JROJ00000000.1	na	1280	1280	Staphylococcus aureus	strain=SA33		latest	Contig	Major	Full	2018/09/20	ASM358494v1	Massachusetts Eye and Ear Infirmary/Harvard Medical School	GCF_003584945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/584/945/GCA_003584945.1_ASM358494v1		
GCA_003589645.1	PRJNA393041	SAMN07313984	NMOR00000000.1	na	1280	1280	Staphylococcus aureus	strain=E987		latest	Contig	Major	Full	2018/09/21	ASM358964v1	Universidad El Bosque	GCF_003589645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/589/645/GCA_003589645.1_ASM358964v1		
GCA_003589655.1	PRJNA393041	SAMN07313986	NMOP00000000.1	na	1280	1280	Staphylococcus aureus	strain=P1209		latest	Contig	Major	Full	2018/09/21	ASM358965v1	Universidad El Bosque	GCF_003589655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/589/655/GCA_003589655.1_ASM358965v1		
GCA_003589705.1	PRJNA393041	SAMN07313985	NMOQ00000000.1	na	1280	1280	Staphylococcus aureus	strain=P1108		latest	Contig	Major	Full	2018/09/21	ASM358970v1	Universidad El Bosque	GCF_003589705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/589/705/GCA_003589705.1_ASM358970v1		
GCA_003595365.1	PRJNA312385	SAMN04497595		na	1280	1280	Staphylococcus aureus	strain=USA300-SUR1		latest	Complete Genome	Major	Full	2017/02/16	ASM359536v1	University Medical Center Groningen	GCF_003595365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/595/365/GCA_003595365.1_ASM359536v1		
GCA_003595385.1	PRJNA312385	SAMN04497596		na	1280	1280	Staphylococcus aureus	strain=USA300-SUR2		latest	Complete Genome	Major	Full	2017/02/16	ASM359538v1	University Medical Center Groningen	GCF_003595385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/595/385/GCA_003595385.1_ASM359538v1		
GCA_003595405.1	PRJNA312385	SAMN04497597		na	1280	1280	Staphylococcus aureus	strain=USA300-SUR3		latest	Complete Genome	Major	Full	2017/02/16	ASM359540v1	University Medical Center Groningen	GCF_003595405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/595/405/GCA_003595405.1_ASM359540v1		
GCA_003595425.1	PRJNA312385	SAMN04497598		na	1280	1280	Staphylococcus aureus	strain=USA300-SUR4		latest	Complete Genome	Major	Full	2017/02/16	ASM359542v1	University Medical Center Groningen	GCF_003595425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/595/425/GCA_003595425.1_ASM359542v1		
GCA_003595445.1	PRJNA312385	SAMN04497599		na	1280	1280	Staphylococcus aureus	strain=USA300-SUR5		latest	Complete Genome	Major	Full	2017/02/16	ASM359544v1	University Medical Center Groningen	GCF_003595445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/595/445/GCA_003595445.1_ASM359544v1		
GCA_003595465.1	PRJNA312385	SAMN04497600		na	1280	1280	Staphylococcus aureus	strain=USA300-SUR6		latest	Complete Genome	Major	Full	2017/02/16	ASM359546v1	University Medical Center Groningen	GCF_003595465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/595/465/GCA_003595465.1_ASM359546v1		
GCA_003595485.1	PRJNA312385	SAMN04497601		na	1280	1280	Staphylococcus aureus	strain=USA300-SUR7		latest	Complete Genome	Major	Full	2017/02/16	ASM359548v1	University Medical Center Groningen	GCF_003595485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/595/485/GCA_003595485.1_ASM359548v1		
GCA_003595505.1	PRJNA312385	SAMN04497602		na	1280	1280	Staphylococcus aureus	strain=USA300-SUR8		latest	Complete Genome	Major	Full	2017/02/16	ASM359550v1	University Medical Center Groningen	GCF_003595505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/595/505/GCA_003595505.1_ASM359550v1		
GCA_003602215.1	PRJNA491698	SAMN10086130	QZVV00000000.1	na	1280	1280	Staphylococcus aureus	strain=SABHZ053		latest	Contig	Major	Full	2018/11/27	ASM360221v1	Zhejiang Academy of Agricultural Sciences	GCF_003602215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/602/215/GCA_003602215.1_ASM360221v1		
GCA_003602225.1	PRJNA491701	SAMN10086139	QZVW00000000.1	na	1280	1280	Staphylococcus aureus	strain=SABHZ079		latest	Contig	Major	Full	2018/11/27	ASM360222v1	Zhejiang Academy of Agricultural Sciences	GCF_003602225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/602/225/GCA_003602225.1_ASM360222v1		
GCA_003605215.1	PRJNA487708	SAMN09935546	QXEG00000000.1	na	1280	1280	Staphylococcus aureus	strain=Sau-3323Lar		latest	Contig	Major	Full	2018/10/01	ASM360521v1	CEITEC VFU	GCF_003605215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/605/215/GCA_003605215.1_ASM360521v1		
GCA_003605235.1	PRJNA487708	SAMN09935545	QXEH00000000.1	na	1280	1280	Staphylococcus aureus	strain=Sau-3298Lar		latest	Contig	Major	Full	2018/10/01	ASM360523v1	CEITEC VFU	GCF_003605235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/605/235/GCA_003605235.1_ASM360523v1		
GCA_003605255.1	PRJNA487708	SAMN09935547	QXEF00000000.1	na	1280	1280	Staphylococcus aureus	strain=Sau-3535Lar		latest	Contig	Major	Full	2018/10/01	ASM360525v1	CEITEC VFU	GCF_003605255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/605/255/GCA_003605255.1_ASM360525v1		
GCA_003605265.1	PRJNA487708	SAMN09935541	QXEL00000000.1	na	1280	1280	Staphylococcus aureus	strain=Sau-2716Lar		latest	Contig	Major	Full	2018/10/01	ASM360526v1	CEITEC VFU	GCF_003605265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/605/265/GCA_003605265.1_ASM360526v1		
GCA_003605275.1	PRJNA487708	SAMN09935542	QXEK00000000.1	na	1280	1280	Staphylococcus aureus	strain=Sau-3893Lar		latest	Contig	Major	Full	2018/10/01	ASM360527v1	CEITEC VFU	GCF_003605275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/605/275/GCA_003605275.1_ASM360527v1		
GCA_003605295.1	PRJNA487708	SAMN09935548	QXEE00000000.1	na	1280	1280	Staphylococcus aureus	strain=Sau-3805Lar		latest	Contig	Major	Full	2018/10/01	ASM360529v1	CEITEC VFU	GCF_003605295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/605/295/GCA_003605295.1_ASM360529v1		
GCA_003605315.1	PRJNA487708	SAMN09935544	QXEI00000000.1	na	1280	1280	Staphylococcus aureus	strain=Sau-3221Lar		latest	Contig	Major	Full	2018/10/01	ASM360531v1	CEITEC VFU	GCF_003605315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/605/315/GCA_003605315.1_ASM360531v1		
GCA_003605345.1	PRJNA487708	SAMN09935543	QXEJ00000000.1	na	1280	1280	Staphylococcus aureus	strain=Sau-2933Lar		latest	Contig	Major	Full	2018/10/01	ASM360534v1	CEITEC VFU	GCF_003605345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/605/345/GCA_003605345.1_ASM360534v1		
GCA_003609855.1	PRJDB5203	SAMD00064326		na	1280	1280	Staphylococcus aureus	strain=JP080		latest	Complete Genome	Major	Full	2017/08/24	ASM360985v1	Kazusa DNA Research Institute	GCF_003609855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/609/855/GCA_003609855.1_ASM360985v1		
GCA_003609895.1	PRJDB4365	SAMD00043229		na	1280	1280	Staphylococcus aureus	strain=GN3		latest	Complete Genome	Major	Full	2017/10/25	ASM360989v1	International Medical Education and Research Center	GCF_003609895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/609/895/GCA_003609895.1_ASM360989v1		
GCA_003609915.1	PRJDB6169	SAMD00089953		na	1280	1280	Staphylococcus aureus	strain=GN1		latest	Complete Genome	Major	Full	2017/10/25	ASM360991v1	International Medical Education and Research Center, Department of Epidemiology, Genomics, and Evolution, International Medical Education and Research Center	GCF_003609915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/609/915/GCA_003609915.1_ASM360991v1		
GCA_003627835.1	PRJNA490784	SAMN10059065		na	1280	1280	Staphylococcus aureus	strain=O326		latest	Complete Genome	Major	Full	2018/10/09	ASM362783v1	UFMG	GCF_003627835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/627/835/GCA_003627835.1_ASM362783v1		
